organism,slot,axis,context,unit,grade,genes,coverage,positive,filled_by,detail,policy,candidates,candidate_titles,blocked_by,searched,would_fill_it
Pf,Pf_host proteome · human hepatocyte,host effect,human hepatocyte; liver stage and hypnozoite,host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human hepatocyte.","PRIDE tissue and cell-type proteomes; Human Protein Atlas protein-level tissue data. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a liver stage and hypnozoite protein binds is present in human hepatocyte at all."
Pf,Pf_host transcriptome · human hepatocyte,host effect,human hepatocyte; liver stage and hypnozoite,host_gene,A,19087,100.0%,,hepatocyte_tpm,"1 columns of 19,087 host proteins",average,,,,,
Pf,Pf_host surface / receptor repertoire · human hepatocyte,host effect,human hepatocyte; liver stage and hypnozoite,host_gene,-,0,,,,,fill,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human hepatocyte.","surface-proteome and cell-surface-capture studies in PRIDE, checked against HPA membrane annotation; this is what a binding claim gets checked against. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a liver stage and hypnozoite protein binds is present in human hepatocyte at all."
Pf,Pf_host response to infection · human hepatocyte,host effect,human hepatocyte; liver stage and hypnozoite,host_gene,-,0,,,,,separate,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human hepatocyte.","dual RNA-seq and infected-versus-uninfected series in GEO and ArrayExpress, kept as the contrast rather than the condition. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a liver stage and hypnozoite protein binds is present in human hepatocyte at all."
Pf,Pf_host proteome · human dermis,host effect,"human dermis; sporozoite, after the bite",host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human dermis.","PRIDE tissue and cell-type proteomes; Human Protein Atlas protein-level tissue data. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a sporozoite, after the bite protein binds is present in human dermis at all."
Pf,Pf_host transcriptome · human dermis,host effect,"human dermis; sporozoite, after the bite",host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human dermis.","GTEx and the Human Protein Atlas for human tissue; Tabula Muris for mouse; VectorBase for Anopheles. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a sporozoite, after the bite protein binds is present in human dermis at all."
Pf,Pf_host surface / receptor repertoire · human dermis,host effect,"human dermis; sporozoite, after the bite",host_gene,-,0,,,,,fill,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human dermis.","surface-proteome and cell-surface-capture studies in PRIDE, checked against HPA membrane annotation; this is what a binding claim gets checked against. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a sporozoite, after the bite protein binds is present in human dermis at all."
Pf,Pf_host response to infection · human dermis,host effect,"human dermis; sporozoite, after the bite",host_gene,-,0,,,,,separate,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human dermis.","dual RNA-seq and infected-versus-uninfected series in GEO and ArrayExpress, kept as the contrast rather than the condition. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a sporozoite, after the bite protein binds is present in human dermis at all."
Pf,Pf_host proteome · Anopheles midgut,host effect,Anopheles midgut; ookinete and oocyst,host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of Anopheles midgut.","PRIDE tissue and cell-type proteomes; Human Protein Atlas protein-level tissue data. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a ookinete and oocyst protein binds is present in Anopheles midgut at all."
Pf,Pf_host transcriptome · Anopheles midgut,host effect,Anopheles midgut; ookinete and oocyst,host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of Anopheles midgut.","GTEx and the Human Protein Atlas for human tissue; Tabula Muris for mouse; VectorBase for Anopheles. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a ookinete and oocyst protein binds is present in Anopheles midgut at all."
Pf,Pf_host surface / receptor repertoire · Anopheles midgut,host effect,Anopheles midgut; ookinete and oocyst,host_gene,-,0,,,,,fill,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of Anopheles midgut.","surface-proteome and cell-surface-capture studies in PRIDE, checked against HPA membrane annotation; this is what a binding claim gets checked against. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a ookinete and oocyst protein binds is present in Anopheles midgut at all."
Pf,Pf_host response to infection · Anopheles midgut,host effect,Anopheles midgut; ookinete and oocyst,host_gene,-,0,,,,,separate,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of Anopheles midgut.","dual RNA-seq and infected-versus-uninfected series in GEO and ArrayExpress, kept as the contrast rather than the condition. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a ookinete and oocyst protein binds is present in Anopheles midgut at all."
Pf,Pf_host proteome · Anopheles salivary gland,host effect,"Anopheles salivary gland; sporozoite, before the bite",host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of Anopheles salivary gland.","PRIDE tissue and cell-type proteomes; Human Protein Atlas protein-level tissue data. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a sporozoite, before the bite protein binds is present in Anopheles salivary gland at all."
Pf,Pf_host transcriptome · Anopheles salivary gland,host effect,"Anopheles salivary gland; sporozoite, before the bite",host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of Anopheles salivary gland.","GTEx and the Human Protein Atlas for human tissue; Tabula Muris for mouse; VectorBase for Anopheles. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a sporozoite, before the bite protein binds is present in Anopheles salivary gland at all."
Pf,Pf_host surface / receptor repertoire · Anopheles salivary gland,host effect,"Anopheles salivary gland; sporozoite, before the bite",host_gene,-,0,,,,,fill,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of Anopheles salivary gland.","surface-proteome and cell-surface-capture studies in PRIDE, checked against HPA membrane annotation; this is what a binding claim gets checked against. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a sporozoite, before the bite protein binds is present in Anopheles salivary gland at all."
Pf,Pf_host response to infection · Anopheles salivary gland,host effect,"Anopheles salivary gland; sporozoite, before the bite",host_gene,-,0,,,,,separate,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of Anopheles salivary gland.","dual RNA-seq and infected-versus-uninfected series in GEO and ArrayExpress, kept as the contrast rather than the condition. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a sporozoite, before the bite protein binds is present in Anopheles salivary gland at all."
