Gene ID	Genomic Sequence ID	Genomic Location (Gene)	Gene Strand	Gene Type
TGME49_267810	TGME49_chrIX	TGME49_chrIX:338,653..344,169(+)	forward	protein coding gene
TGME49_267820	TGME49_chrIX	TGME49_chrIX:327,562..337,046(+)	forward	protein coding gene
TGME49_267840	TGME49_chrIX	TGME49_chrIX:320,044..327,380(-)	reverse	protein coding gene
TGME49_267855	TGME49_chrIX	TGME49_chrIX:304,248..319,187(+)	forward	protein coding gene
TGME49_267875	TGME49_chrIX	TGME49_chrIX:289,473..303,645(-)	reverse	protein coding gene
TGME49_267980	TGME49_chrVIII	TGME49_chrVIII:6,739,927..6,741,133(+)	forward	protein coding gene
TGME49_267990	TGME49_chrVIII	TGME49_chrVIII:6,737,516..6,737,830(+)	forward	protein coding gene
TGME49_268000	TGME49_chrVIII	TGME49_chrVIII:6,722,789..6,734,262(-)	reverse	protein coding gene
TGME49_268010	TGME49_chrVIII	TGME49_chrVIII:6,706,297..6,720,475(-)	reverse	protein coding gene
TGME49_268020	TGME49_chrVIII	TGME49_chrVIII:6,691,493..6,705,670(+)	forward	protein coding gene
TGME49_268035	TGME49_chrVIII	TGME49_chrVIII:6,675,922..6,690,220(+)	forward	protein coding gene
TGME49_268170	TGME49_chrVIII	TGME49_chrVIII:6,671,681..6,672,551(-)	reverse	protein coding gene
TGME49_268176	TGME49_chrVIII	TGME49_chrVIII:6,668,429..6,671,260(+)	forward	protein coding gene
TGME49_268178	TGME49_chrVIII	TGME49_chrVIII:6,666,258..6,667,882(-)	reverse	protein coding gene
TGME49_268182	TGME49_chrVIII	TGME49_chrVIII:6,661,620..6,664,239(+)	forward	protein coding gene
TGME49_268190	TGME49_chrVIII	TGME49_chrVIII:6,655,775..6,658,276(-)	reverse	protein coding gene
TGME49_268200	TGME49_chrVIII	TGME49_chrVIII:6,647,541..6,654,899(+)	forward	protein coding gene
TGME49_268210	TGME49_chrVIII	TGME49_chrVIII:6,638,313..6,643,943(-)	reverse	protein coding gene
TGME49_268220	TGME49_chrVIII	TGME49_chrVIII:6,631,349..6,636,865(+)	forward	protein coding gene
TGME49_268240	TGME49_chrVIII	TGME49_chrVIII:6,608,086..6,617,106(-)	reverse	protein coding gene
TGME49_268250	TGME49_chrVIII	TGME49_chrVIII:6,601,806..6,606,438(+)	forward	protein coding gene
TGME49_268260	TGME49_chrVIII	TGME49_chrVIII:6,591,228..6,601,670(-)	reverse	protein coding gene
TGME49_268270	TGME49_chrVIII	TGME49_chrVIII:6,588,565..6,590,349(+)	forward	protein coding gene
TGME49_268290	TGME49_chrVIII	TGME49_chrVIII:6,561,028..6,572,698(-)	reverse	protein coding gene
TGME49_268300	TGME49_chrVIII	TGME49_chrVIII:6,558,365..6,560,182(-)	reverse	protein coding gene
TGME49_268310	TGME49_chrVIII	TGME49_chrVIII:6,553,874..6,557,638(-)	reverse	protein coding gene
TGME49_268320	TGME49_chrVIII	TGME49_chrVIII:6,546,133..6,553,502(+)	forward	protein coding gene
TGME49_268330	TGME49_chrVIII	TGME49_chrVIII:6,530,158..6,545,167(+)	forward	protein coding gene
TGME49_268340	TGME49_chrVIII	TGME49_chrVIII:6,527,565..6,529,292(-)	reverse	protein coding gene
TGME49_268350	TGME49_chrVIII	TGME49_chrVIII:6,525,211..6,527,236(-)	reverse	protein coding gene
TGME49_268360	TGME49_chrVIII	TGME49_chrVIII:6,522,878..6,524,496(+)	forward	protein coding gene
TGME49_268370	TGME49_chrVIII	TGME49_chrVIII:6,483,068..6,520,907(-)	reverse	protein coding gene
TGME49_268380	TGME49_chrVIII	TGME49_chrVIII:6,466,716..6,480,875(-)	reverse	protein coding gene
TGME49_268390	TGME49_chrVIII	TGME49_chrVIII:6,463,542..6,465,123(+)	forward	protein coding gene
TGME49_268400	TGME49_chrVIII	TGME49_chrVIII:6,456,174..6,463,335(-)	reverse	protein coding gene
TGME49_268410	TGME49_chrVIII	TGME49_chrVIII:6,455,445..6,455,517(+)	forward	ncRNA gene
TGME49_268420	TGME49_chrVIII	TGME49_chrVIII:6,455,140..6,455,212(+)	forward	ncRNA gene
TGME49_268430	TGME49_chrVIII	TGME49_chrVIII:6,449,341..6,453,823(+)	forward	protein coding gene
TGME49_268440	TGME49_chrVIII	TGME49_chrVIII:6,447,239..6,447,311(+)	forward	ncRNA gene
TGME49_268450	TGME49_chrVIII	TGME49_chrVIII:6,445,637..6,445,709(-)	reverse	ncRNA gene
TGME49_268560	TGME49_chrVIII	TGME49_chrVIII:6,433,902..6,445,280(+)	forward	protein coding gene
TGME49_268570	TGME49_chrVIII	TGME49_chrVIII:6,424,232..6,430,659(-)	reverse	protein coding gene
TGME49_268580	TGME49_chrVIII	TGME49_chrVIII:6,414,853..6,421,171(-)	reverse	protein coding gene
TGME49_268590	TGME49_chrVIII	TGME49_chrVIII:6,405,734..6,412,823(-)	reverse	protein coding gene
TGME49_268600	TGME49_chrVIII	TGME49_chrVIII:6,400,850..6,405,022(+)	forward	protein coding gene
TGME49_268610	TGME49_chrVIII	TGME49_chrVIII:6,392,931..6,395,309(-)	reverse	protein coding gene
TGME49_268620	TGME49_chrVIII	TGME49_chrVIII:6,389,616..6,392,357(-)	reverse	protein coding gene
TGME49_268630	TGME49_chrVIII	TGME49_chrVIII:6,387,101..6,389,972(+)	forward	protein coding gene
TGME49_268640	TGME49_chrVIII	TGME49_chrVIII:6,379,358..6,386,915(-)	reverse	protein coding gene
TGME49_268650	TGME49_chrVIII	TGME49_chrVIII:6,375,024..6,379,283(+)	forward	protein coding gene
TGME49_268660	TGME49_chrVIII	TGME49_chrVIII:6,373,605..6,374,872(-)	reverse	protein coding gene
TGME49_268670	TGME49_chrVIII	TGME49_chrVIII:6,372,118..6,373,805(+)	forward	protein coding gene
TGME49_268680	TGME49_chrVIII	TGME49_chrVIII:6,368,118..6,371,422(-)	reverse	protein coding gene
TGME49_268685	TGME49_chrVIII	TGME49_chrVIII:6,365,482..6,368,121(+)	forward	protein coding gene
TGME49_268690	TGME49_chrVIII	TGME49_chrVIII:6,361,151..6,365,319(-)	reverse	protein coding gene
TGME49_268700	TGME49_chrVIII	TGME49_chrVIII:6,358,920..6,360,881(-)	reverse	protein coding gene
TGME49_268710	TGME49_chrVIII	TGME49_chrVIII:6,345,365..6,358,347(-)	reverse	protein coding gene
TGME49_268720	TGME49_chrVIII	TGME49_chrVIII:6,343,169..6,345,010(+)	forward	protein coding gene
TGME49_268730	TGME49_chrVIII	TGME49_chrVIII:6,339,187..6,341,280(+)	forward	protein coding gene
TGME49_268740	TGME49_chrVIII	TGME49_chrVIII:6,336,319..6,339,098(-)	reverse	protein coding gene
TGME49_268750	TGME49_chrVIII	TGME49_chrVIII:6,333,420..6,336,337(+)	forward	protein coding gene
TGME49_268760	TGME49_chrVIII	TGME49_chrVIII:6,328,493..6,331,258(-)	reverse	protein coding gene
TGME49_268765	TGME49_chrVIII	TGME49_chrVIII:6,327,462..6,328,474(-)	reverse	protein coding gene
TGME49_268770	TGME49_chrVIII	TGME49_chrVIII:6,321,268..6,326,643(-)	reverse	protein coding gene
TGME49_268780	TGME49_chrVIII	TGME49_chrVIII:6,293,958..6,319,550(-)	reverse	protein coding gene
TGME49_268790	TGME49_chrVIII	TGME49_chrVIII:6,290,983..6,293,237(+)	forward	protein coding gene
TGME49_268800	TGME49_chrVIII	TGME49_chrVIII:6,286,447..6,288,330(-)	reverse	protein coding gene
TGME49_268810	TGME49_chrVIII	TGME49_chrVIII:6,278,026..6,282,703(-)	reverse	protein coding gene
TGME49_268820	TGME49_chrVIII	TGME49_chrVIII:6,270,054..6,276,862(+)	forward	protein coding gene
TGME49_268830	TGME49_chrVIII	TGME49_chrVIII:6,261,327..6,268,106(+)	forward	protein coding gene
TGME49_268835	TGME49_chrVIII	TGME49_chrVIII:6,259,358..6,260,533(+)	forward	protein coding gene
TGME49_268840	TGME49_chrVIII	TGME49_chrVIII:6,254,339..6,259,166(-)	reverse	protein coding gene
TGME49_268850	TGME49_chrVIII	TGME49_chrVIII:6,250,429..6,252,840(-)	reverse	protein coding gene
TGME49_268860	TGME49_chrVIII	TGME49_chrVIII:6,247,107..6,249,627(-)	reverse	protein coding gene
TGME49_268870	TGME49_chrVIII	TGME49_chrVIII:6,237,834..6,247,011(+)	forward	protein coding gene
TGME49_268880	TGME49_chrVIII	TGME49_chrVIII:6,232,182..6,237,909(-)	reverse	protein coding gene
TGME49_268890	TGME49_chrVIII	TGME49_chrVIII:6,222,495..6,231,155(+)	forward	protein coding gene
TGME49_268900	TGME49_chrVIII	TGME49_chrVIII:6,216,740..6,222,122(-)	reverse	protein coding gene
TGME49_268910	TGME49_chrVIII	TGME49_chrVIII:6,205,054..6,208,238(+)	forward	protein coding gene
TGME49_268920	TGME49_chrVIII	TGME49_chrVIII:6,201,974..6,204,322(+)	forward	protein coding gene
TGME49_268930	TGME49_chrVIII	TGME49_chrVIII:6,197,859..6,200,807(-)	reverse	protein coding gene
TGME49_268940	TGME49_chrVIII	TGME49_chrVIII:6,191,276..6,196,776(-)	reverse	protein coding gene
TGME49_268950	TGME49_chrVIII	TGME49_chrVIII:6,185,244..6,190,559(-)	reverse	protein coding gene
TGME49_268960	TGME49_chrVIII	TGME49_chrVIII:6,177,967..6,184,006(-)	reverse	protein coding gene
TGME49_268970	TGME49_chrVIII	TGME49_chrVIII:6,174,983..6,176,524(+)	forward	protein coding gene
TGME49_268980	TGME49_chrVIII	TGME49_chrVIII:6,169,556..6,172,320(-)	reverse	protein coding gene
TGME49_268985	TGME49_chrVIII	TGME49_chrVIII:6,165,595..6,167,592(-)	reverse	protein coding gene
TGME49_268990	TGME49_chrVIII	TGME49_chrVIII:6,158,960..6,164,712(-)	reverse	protein coding gene
TGME49_269000	TGME49_chrVIII	TGME49_chrVIII:6,148,215..6,158,768(+)	forward	protein coding gene
TGME49_269010	TGME49_chrVIII	TGME49_chrVIII:6,140,039..6,146,368(+)	forward	protein coding gene
TGME49_269020	TGME49_chrVIII	TGME49_chrVIII:6,131,956..6,137,355(+)	forward	protein coding gene
TGME49_269060	TGME49_chrVIII	TGME49_chrVIII:6,091,570..6,102,649(+)	forward	protein coding gene
TGME49_269085	TGME49_chrVIII	TGME49_chrVIII:6,065,202..6,066,477(-)	reverse	protein coding gene
TGME49_269110	TGME49_chrVIII	TGME49_chrVIII:6,054,767..6,057,498(-)	reverse	protein coding gene
TGME49_269120	TGME49_chrVIII	TGME49_chrVIII:6,050,828..6,053,195(-)	reverse	protein coding gene
TGME49_269130	TGME49_chrVIII	TGME49_chrVIII:6,046,942..6,049,428(-)	reverse	protein coding gene
TGME49_269140	TGME49_chrVIII	TGME49_chrVIII:6,043,897..6,046,660(+)	forward	protein coding gene
TGME49_269150	TGME49_chrVIII	TGME49_chrVIII:6,038,269..6,043,727(-)	reverse	protein coding gene
TGME49_269160	TGME49_chrVIII	TGME49_chrVIII:6,034,561..6,036,204(-)	reverse	protein coding gene
TGME49_269170	TGME49_chrVIII	TGME49_chrVIII:6,032,447..6,034,213(-)	reverse	protein coding gene
TGME49_269175	TGME49_chrVIII	TGME49_chrVIII:6,026,321..6,030,422(-)	reverse	protein coding gene
TGME49_269180	TGME49_chrVIII	TGME49_chrVIII:6,010,386..6,024,824(-)	reverse	protein coding gene
TGME49_269190	TGME49_chrVIII	TGME49_chrVIII:6,002,854..6,007,707(-)	reverse	protein coding gene
TGME49_269200	TGME49_chrVIII	TGME49_chrVIII:5,989,307..6,000,820(-)	reverse	protein coding gene
TGME49_269210	TGME49_chrVIII	TGME49_chrVIII:5,980,774..5,988,711(+)	forward	protein coding gene
TGME49_269228	TGME49_chrVIII	TGME49_chrVIII:5,980,423..5,980,495(-)	reverse	ncRNA gene
TGME49_269232	TGME49_chrVIII	TGME49_chrVIII:5,979,987..5,980,059(-)	reverse	ncRNA gene
TGME49_269240	TGME49_chrVIII	TGME49_chrVIII:5,969,140..5,978,603(+)	forward	protein coding gene
TGME49_269250	TGME49_chrVIII	TGME49_chrVIII:5,962,993..5,968,992(-)	reverse	protein coding gene
TGME49_269260	TGME49_chrVIII	TGME49_chrVIII:5,955,886..5,961,049(-)	reverse	protein coding gene
TGME49_269270	TGME49_chrVIII	TGME49_chrVIII:5,949,894..5,956,585(+)	forward	protein coding gene
TGME49_269280	TGME49_chrVIII	TGME49_chrVIII:5,948,019..5,949,013(+)	forward	protein coding gene
TGME49_269290	TGME49_chrVIII	TGME49_chrVIII:5,928,490..5,947,228(-)	reverse	protein coding gene
TGME49_269300	TGME49_chrVIII	TGME49_chrVIII:5,919,375..5,926,542(+)	forward	protein coding gene
TGME49_269310	TGME49_chrVIII	TGME49_chrVIII:5,908,594..5,916,434(-)	reverse	protein coding gene
TGME49_269315	TGME49_chrVIII	TGME49_chrVIII:5,903,290..5,907,742(+)	forward	protein coding gene
TGME49_269320	TGME49_chrVIII	TGME49_chrVIII:5,893,650..5,901,842(+)	forward	protein coding gene
TGME49_269330	TGME49_chrVIII	TGME49_chrVIII:5,888,182..5,892,523(+)	forward	protein coding gene
TGME49_269340	TGME49_chrVIII	TGME49_chrVIII:5,883,221..5,887,810(-)	reverse	protein coding gene
TGME49_269380	TGME49_chrVIII	TGME49_chrVIII:5,851,413..5,854,418(+)	forward	protein coding gene
TGME49_269390	TGME49_chrVIII	TGME49_chrVIII:5,841,191..5,849,270(-)	reverse	protein coding gene
TGME49_269400	TGME49_chrVIII	TGME49_chrVIII:5,835,341..5,840,690(+)	forward	protein coding gene
TGME49_269410	TGME49_chrVIII	TGME49_chrVIII:5,831,106..5,833,957(+)	forward	protein coding gene
TGME49_269417	TGME49_chrVIII	TGME49_chrVIII:5,817,773..5,818,610(+)	forward	protein coding gene
TGME49_269420	TGME49_chrVIII	TGME49_chrVIII:5,814,007..5,816,229(-)	reverse	protein coding gene
TGME49_269425	TGME49_chrVIII	TGME49_chrVIII:5,808,083..5,809,005(-)	reverse	protein coding gene
TGME49_269430	TGME49_chrVIII	TGME49_chrVIII:5,800,649..5,808,408(+)	forward	protein coding gene
TGME49_269442	TGME49_chrVIII	TGME49_chrVIII:5,796,271..5,799,629(-)	reverse	protein coding gene
TGME49_269450	TGME49_chrVIII	TGME49_chrVIII:5,791,251..5,793,542(-)	reverse	protein coding gene
TGME49_269460	TGME49_chrVIII	TGME49_chrVIII:5,777,195..5,790,463(+)	forward	protein coding gene
TGME49_269470	TGME49_chrVIII	TGME49_chrVIII:5,776,523..5,776,984(-)	reverse	protein coding gene
TGME49_269480	TGME49_chrVIII	TGME49_chrVIII:5,763,070..5,774,056(-)	reverse	protein coding gene
TGME49_269582	TGME49_chrVIII	TGME49_chrVIII:5,754,618..5,762,699(+)	forward	protein coding gene
TGME49_269600	TGME49_chrVIII	TGME49_chrVIII:5,747,617..5,754,025(+)	forward	protein coding gene
TGME49_269620	TGME49_chrVIII	TGME49_chrVIII:5,739,413..5,746,051(+)	forward	protein coding gene
TGME49_269630	TGME49_chrVIII	TGME49_chrVIII:5,730,823..5,736,287(-)	reverse	protein coding gene
TGME49_269640	TGME49_chrVIII	TGME49_chrVIII:5,728,100..5,730,616(+)	forward	protein coding gene
TGME49_269650	TGME49_chrVIII	TGME49_chrVIII:5,716,157..5,721,793(+)	forward	protein coding gene
TGME49_269660	TGME49_chrVIII	TGME49_chrVIII:5,701,918..5,714,133(+)	forward	protein coding gene
TGME49_269670	TGME49_chrVIII	TGME49_chrVIII:5,689,927..5,701,777(-)	reverse	protein coding gene
TGME49_269680	TGME49_chrVIII	TGME49_chrVIII:5,685,267..5,688,496(-)	reverse	protein coding gene
TGME49_269690	TGME49_chrVIII	TGME49_chrVIII:5,680,593..5,684,829(+)	forward	protein coding gene
TGME49_269700	TGME49_chrVIII	TGME49_chrVIII:5,669,152..5,678,716(+)	forward	protein coding gene
TGME49_269710	TGME49_chrVIII	TGME49_chrVIII:5,653,086..5,666,518(-)	reverse	protein coding gene
TGME49_269720	TGME49_chrVIII	TGME49_chrVIII:5,646,745..5,652,025(-)	reverse	protein coding gene
TGME49_269730	TGME49_chrVIII	TGME49_chrVIII:5,637,271..5,645,142(-)	reverse	protein coding gene
TGME49_269740	TGME49_chrVIII	TGME49_chrVIII:5,630,171..5,636,279(+)	forward	protein coding gene
TGME49_269750	TGME49_chrVIII	TGME49_chrVIII:5,624,578..5,628,697(+)	forward	protein coding gene
TGME49_269760	TGME49_chrVIII	TGME49_chrVIII:5,616,701..5,622,448(-)	reverse	protein coding gene
TGME49_269770	TGME49_chrVIII	TGME49_chrVIII:5,603,867..5,615,010(+)	forward	protein coding gene
TGME49_269775	TGME49_chrVIII	TGME49_chrVIII:5,602,688..5,603,440(-)	reverse	protein coding gene
TGME49_269780	TGME49_chrVIII	TGME49_chrVIII:5,599,816..5,601,520(-)	reverse	protein coding gene
TGME49_269790	TGME49_chrVIII	TGME49_chrVIII:5,598,680..5,598,751(+)	forward	ncRNA gene
TGME49_269800	TGME49_chrVIII	TGME49_chrVIII:5,591,821..5,598,271(+)	forward	protein coding gene
TGME49_269810	TGME49_chrVIII	TGME49_chrVIII:5,591,149..5,591,220(+)	forward	ncRNA gene
TGME49_269820	TGME49_chrVIII	TGME49_chrVIII:5,590,159..5,590,230(+)	forward	ncRNA gene
TGME49_269830	TGME49_chrVIII	TGME49_chrVIII:5,585,617..5,589,467(+)	forward	protein coding gene
TGME49_269840	TGME49_chrVIII	TGME49_chrVIII:5,581,096..5,585,453(-)	reverse	protein coding gene
TGME49_269850	TGME49_chrVIII	TGME49_chrVIII:5,577,388..5,580,610(+)	forward	protein coding gene
TGME49_269860	TGME49_chrVIII	TGME49_chrVIII:5,574,437..5,576,310(+)	forward	protein coding gene
TGME49_269885	TGME49_chrVIII	TGME49_chrVIII:5,563,683..5,572,853(+)	forward	protein coding gene
TGME49_269900	TGME49_chrVIII	TGME49_chrVIII:5,551,318..5,559,347(+)	forward	protein coding gene
TGME49_269910	TGME49_chrVIII	TGME49_chrVIII:5,547,236..5,548,282(-)	reverse	protein coding gene
TGME49_269920	TGME49_chrVIII	TGME49_chrVIII:5,535,689..5,545,827(-)	reverse	protein coding gene
TGME49_269930	TGME49_chrVIII	TGME49_chrVIII:5,518,804..5,535,147(+)	forward	protein coding gene
TGME49_269940	TGME49_chrVIII	TGME49_chrVIII:5,510,411..5,516,441(+)	forward	protein coding gene
TGME49_269950	TGME49_chrVIII	TGME49_chrVIII:5,502,063..5,507,998(-)	reverse	protein coding gene
TGME49_269960	TGME49_chrVIII	TGME49_chrVIII:5,493,679..5,501,425(+)	forward	protein coding gene
TGME49_269970	TGME49_chrVIII	TGME49_chrVIII:5,492,260..5,493,542(-)	reverse	protein coding gene
TGME49_269980	TGME49_chrVIII	TGME49_chrVIII:5,483,536..5,489,390(-)	reverse	protein coding gene
TGME49_269990	TGME49_chrVIII	TGME49_chrVIII:5,471,522..5,480,351(-)	reverse	protein coding gene
TGME49_270000	TGME49_chrVIII	TGME49_chrVIII:5,461,067..5,470,677(+)	forward	protein coding gene
TGME49_270010	TGME49_chrVIII	TGME49_chrVIII:5,451,076..5,460,471(-)	reverse	protein coding gene
TGME49_270020	TGME49_chrVIII	TGME49_chrVIII:5,450,723..5,451,424(+)	forward	protein coding gene
TGME49_270030	TGME49_chrVIII	TGME49_chrVIII:5,448,751..5,449,486(+)	forward	protein coding gene
TGME49_270040	TGME49_chrVIII	TGME49_chrVIII:5,447,155..5,447,724(+)	forward	protein coding gene
TGME49_270050	TGME49_chrVIII	TGME49_chrVIII:5,443,944..5,446,998(-)	reverse	protein coding gene
TGME49_270060	TGME49_chrVIII	TGME49_chrVIII:5,439,477..5,443,269(-)	reverse	protein coding gene
TGME49_270070	TGME49_chrVIII	TGME49_chrVIII:5,433,417..5,437,821(-)	reverse	protein coding gene
TGME49_270090	TGME49_chrVIII	TGME49_chrVIII:5,413,902..5,431,538(-)	reverse	protein coding gene
TGME49_270100	TGME49_chrVIII	TGME49_chrVIII:5,398,061..5,412,954(+)	forward	protein coding gene
TGME49_270110	TGME49_chrVIII	TGME49_chrVIII:5,397,746..5,397,829(-)	reverse	ncRNA gene
TGME49_270120	TGME49_chrVIII	TGME49_chrVIII:5,392,870..5,396,420(+)	forward	protein coding gene
TGME49_270140	TGME49_chrVIII	TGME49_chrVIII:5,386,772..5,392,685(-)	reverse	protein coding gene
TGME49_270150	TGME49_chrVIII	TGME49_chrVIII:5,368,215..5,385,115(-)	reverse	protein coding gene
TGME49_270160	TGME49_chrVIII	TGME49_chrVIII:5,361,525..5,367,522(+)	forward	protein coding gene
TGME49_270170	TGME49_chrVIII	TGME49_chrVIII:5,356,960..5,358,250(+)	forward	protein coding gene
TGME49_270180	TGME49_chrVIII	TGME49_chrVIII:5,354,774..5,354,845(+)	forward	ncRNA gene
TGME49_270190	TGME49_chrVIII	TGME49_chrVIII:5,345,290..5,353,944(+)	forward	protein coding gene
TGME49_270200	TGME49_chrVIII	TGME49_chrVIII:5,341,234..5,345,089(-)	reverse	protein coding gene
TGME49_270210	TGME49_chrVIII	TGME49_chrVIII:5,332,690..5,340,559(+)	forward	protein coding gene
TGME49_270220	TGME49_chrVIII	TGME49_chrVIII:5,325,616..5,331,107(+)	forward	protein coding gene
TGME49_270230	TGME49_chrVIII	TGME49_chrVIII:5,314,883..5,325,414(-)	reverse	protein coding gene
TGME49_270240	TGME49_chrVIII	TGME49_chrVIII:5,311,478..5,314,349(+)	forward	protein coding gene
TGME49_270250	TGME49_chrVIII	TGME49_chrVIII:5,309,215..5,311,308(-)	reverse	protein coding gene
TGME49_270260	TGME49_chrVIII	TGME49_chrVIII:5,305,523..5,308,441(-)	reverse	protein coding gene
TGME49_270270	TGME49_chrVIII	TGME49_chrVIII:5,300,390..5,305,316(+)	forward	protein coding gene
TGME49_270273	TGME49_chrVIII	TGME49_chrVIII:5,297,519..5,300,174(-)	reverse	protein coding gene
TGME49_270277	TGME49_chrVIII	TGME49_chrVIII:5,296,407..5,296,820(-)	reverse	protein coding gene
TGME49_270280	TGME49_chrVIII	TGME49_chrVIII:5,292,405..5,295,544(-)	reverse	protein coding gene
TGME49_270290	TGME49_chrVIII	TGME49_chrVIII:5,292,839..5,293,186(+)	forward	protein coding gene
TGME49_270300	TGME49_chrVIII	TGME49_chrVIII:5,287,906..5,292,246(+)	forward	protein coding gene
TGME49_270310	TGME49_chrVIII	TGME49_chrVIII:5,284,571..5,287,676(-)	reverse	protein coding gene
TGME49_270320	TGME49_chrVIII	TGME49_chrVIII:5,274,034..5,283,817(+)	forward	protein coding gene
TGME49_270330	TGME49_chrVIII	TGME49_chrVIII:5,269,234..5,273,095(-)	reverse	protein coding gene
TGME49_270340	TGME49_chrVIII	TGME49_chrVIII:5,256,552..5,267,218(-)	reverse	protein coding gene
TGME49_270350	TGME49_chrVIII	TGME49_chrVIII:5,252,606..5,254,246(-)	reverse	protein coding gene
TGME49_270360	TGME49_chrVIII	TGME49_chrVIII:5,249,202..5,250,806(+)	forward	protein coding gene
TGME49_270370	TGME49_chrVIII	TGME49_chrVIII:5,245,685..5,248,994(-)	reverse	protein coding gene
TGME49_270380	TGME49_chrVIII	TGME49_chrVIII:5,240,564..5,243,290(-)	reverse	protein coding gene
TGME49_270450	TGME49_chrVIII	TGME49_chrVIII:5,225,844..5,238,686(-)	reverse	protein coding gene
TGME49_270510	TGME49_chrVIII	TGME49_chrVIII:5,220,474..5,224,943(+)	forward	protein coding gene
TGME49_270520	TGME49_chrVIII	TGME49_chrVIII:5,212,060..5,219,940(-)	reverse	protein coding gene
TGME49_270520	TGME49_chrVIII	TGME49_chrVIII:5,212,060..5,219,940(-)	reverse	protein coding gene
TGME49_270520	TGME49_chrVIII	TGME49_chrVIII:5,212,060..5,219,940(-)	reverse	protein coding gene
TGME49_270520	TGME49_chrVIII	TGME49_chrVIII:5,212,060..5,219,940(-)	reverse	protein coding gene
TGME49_270520	TGME49_chrVIII	TGME49_chrVIII:5,212,060..5,219,940(-)	reverse	protein coding gene
TGME49_270520	TGME49_chrVIII	TGME49_chrVIII:5,212,060..5,219,940(-)	reverse	protein coding gene
